Test Name,world1_50laplace_1branches_each_iter,world1_50laplace_5branches_each_iter,world1_50laplace_10branches_each_iter
Total Time,31.086030960083008,15.626787424087524,12.374587535858154
LaPlace Time,30.04746150970459,13.954952478408813,10.195629119873047
Random Point (+ Image segmentation) Time,0.43563342094421387,0.905012845993042,1.2716310024261475
Grad Descent Time,0.21684527397155762,0.34145379066467285,0.48976826667785645
